OBJECTID,PUIC,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,LATITUDE,LONGITUDE,KM_GEOCODE
224,1b82def6-50a1-47ea-82e6-07c7d06c0cc4,Venlo,Station,Nederland,Groot,Ja,Nee,Ja,Ja,Vl,Ja,Stop-station,Mt-Vl,Maastricht - Venlo ,"69,800304",0.256152,"0,256152",517,b,517,517_b,Venlo,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,209673,375284,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1ce9fe22-8eac-41a1-86a4-57781f732b88,VL,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Venlo,Eindhoven,51.36410044,6.17224526,69.800304
225,a618fd94-a507-46b3-a3e9-83326e854040,Acht,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,At,Ja,Goederen emplacement,Bd-Ehv,Breda - Eindhoven ,"53,633263",0.266323,"0,266323",054,a,54,054_a,Boxtel - Eindhoven,ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,157742,387143,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5830110d-ed75-414b-84d1-f1fb193efbf9,AT,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Acht,Eindhoven,51.47333639,5.42666567,53.633263
226,ca7b69a5-fa32-436c-b702-20079463f087,Gekkengraaf Oost aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gkgoa,Nee,AS Aansluiting/splitsing,Vl-Ehv,Venlo - Eindhoven ,"7,833313",-0.259937,"-0,259937",055,,55,055__,Blerick - Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,203284,380058,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a2ad7c21-9898-43b9-a51b-7f05208ee9f5,GKGF,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Gekkengraaf,Eindhoven,51.40759196,6.08116496,7.833313
227,76c87d9a-f6a5-4cf2-aac5-624ad571eb86,Vierlingsbeek,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Vlb,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,"48,540002",0.374139,"0,374139",052,,52,052__,Beugen - Blerick,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,197261,400527,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4be77790-2c26-43ab-a5ad-770a7e5faecb,VLB,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Vierlingsbeek,Eindhoven,51.59205512,5.997067,48.540002
228,c6f14bf4-a1d8-4572-9bc3-78d1f4191d97,Beugen kruispunt,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bgk,Ja,OA Overloop-aansluiting,Ah-Vl,Arnhem - Venlo ,"35,869801",0.381889,"0,381889",756,,756,756__,Beugen,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,190563,411275,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4debad14-33a4-4f4b-a2a2-b51b3264aed9,BGK,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Beugen kruispunt,Eindhoven,51.68912504,5.90150876,35.869801
229,bafefcca-23c0-4766-a0ac-e41dd36cd299,Helmond,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Hm,Ja,IC Intercity-station,Vl-Ehv,Venlo - Eindhoven ,"38,444974",0.502227,"0,502227",055,,55,055__,Blerick - Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,173990,387380,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,33c85781-6c3a-4c56-84f0-cdc5c7f3f8e3,HM,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Helmond,Eindhoven,51.47515294,5.6605384,38.444974
230,ef34beda-cfc6-4a00-8988-b08b8c4f0c93,Tilburg Universiteit,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Tbu,Ja,Stop-station,Bd-Ehv,Breda - Eindhoven ,"19,799921",-0.405867,"-0,405867",123,,123,123__,Breda - Tilburg,ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,131653,397411,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d1033d7d-52d7-488f-80d4-aa128e59e35f,TBU,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Tilburg Universiteit,Eindhoven,51.56515395,5.05048263,19.799921
231,781ca39a-60e5-4a21-bf56-ca53777182b7,Tilburg Reeshof,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Tbr,Ja,Stop-station,Bd-Ehv,Breda - Eindhoven ,"15,800293",0.249242,"0,249242",123,,123,123__,Breda - Tilburg,ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,127757,398365,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,,Eindhoven,51.57355363,4.99422025,15.800293
232,f55bf0f0-9422-458e-8059-0dfb65a18753,Singelgracht aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Sgra,Ja,OA Overloop-aansluiting,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"79,180014",-0.401558,"-0,401558",525,b,525,525_b,Amsterdam Singelgracht Aansl.,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,120510,488892,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f5cb0b4b-fc48-4ce6-bddb-3e5f7860059d,SGRA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Singelgracht aansl.,Amsterdam Centraal,52.38679969,4.88058125,79.180014
233,a3dedf2c-c113-4639-8c51-8fc3ccd6758f,Almere Poort,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ampo,Ja,Stop-station,Wp-Llso,Weesp - Lelystad Opstel. ,"9,149680",0.174826,"0,174826",135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,138985,483897,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,52.34275696,5.15219434,9.14968
234,16fba04b-1859-481a-9162-04644b518b23,Duivendrecht,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Dvd,Ja,IC Intercity-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"4,399671",0.144638,"0,144638",589,b,589,589_b,Duivendrecht,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,124311,481775,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86d43799-58c9-4cbb-8803-24f7a3efa0a2,DVD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Duivendrecht,Amsterdam Centraal,52.32306227,4.93706145,4.399671
235,9ec76991-6b53-4b1f-a5bb-1ab520eb7658,Duivendrecht Aansluiting Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Dvaz,Ja,AS Aansluiting/splitsing,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"5,000251",0.36887,"0,368870",589,b,589,589_b,Duivendrecht,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,124610,481253,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86d43799-58c9-4cbb-8803-24f7a3efa0a2,DVD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Duivendrecht,Amsterdam Centraal,52.31838746,4.94149407,5.000251
236,b44278b3-1649-4785-a3c9-e7b538487694,Amsterdam Centraal,Knooppunt,Nederland,Groot,Nee,Nee,Ja,Ja,Asd,Ja,EC -Eurocity-station,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,809271",-24.946775,"-24,946775",586,,586,586__,Amsterdam Centraal,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,121881,488023,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,894eb1d9-0e9b-467c-b482-f3827ce5a4a7,ASD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal,Amsterdam Centraal,52.37907414,4.90080474,80.809271
237,e4b8f626-2359-47a2-8a7d-05d43be21137,Oosterdoksdoorvaart,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ods,Nee,BR Beweegbare brug,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,396880",-1.286121,"-1,286121",586,,586,586__,Amsterdam Centraal,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,122399,487767,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,894eb1d9-0e9b-467c-b482-f3827ce5a4a7,ASD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal,Amsterdam Centraal,52.37680439,4.90843685,81.39688
238,d09afc6e-5a8f-4611-8fa6-1ed46e2c0c10,Almere Parkwijk,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Almp,Ja,Stop-station,Wp-Llso,Weesp - Lelystad Opstel. ,"16,983750",0.120422,"0,120422",135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,145315,487664,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,52.37676095,5.24497368,16.98375
239,566819cc-333d-418d-9345-a7a723a5aec7,Muiderstraatweg aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mdsa,Ja,OA Overloop-aansluiting,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"147,600429",0.269083,"0,269083",027,,27,027__,Diemen - Duivendrecht,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,126505,483334,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8eb7a180-060e-4a84-8c6e-b5d84c1fb338,DMNZ,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Diemen Zuid,Amsterdam Centraal,52.33719173,4.96910981,147.600429
240,2bf1ef1e-e470-4b8d-a135-8ad43804c5fe,Watergraafsmeer ringbaan aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wgmrba,Ja,OA Overloop-aansluiting,Wgm-Dmn,Watergraafsmeer - Diemen ,"906,730072",0.090219,"0,090219",587,d,587,587_d,Diemen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,126505,484561,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,23b4707c-e52b-4230-b888-e4eee9284fe7,WGMRBA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Watergraafsmeer ringbaan aansl.,Amsterdam Centraal,52.34821927,4.96900592,906.730072
241,1645e2aa-ac22-4982-8ec5-001afc93498e,Lelystad Centrum,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Lls,Ja,IC Intercity-station,Wp-Llso,Weesp - Lelystad Opstel. ,"39,969966",0.075553,"0,075553",135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,160816,502253,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0b6bb966-1bbf-4c2e-8ebe-da77810d8df8,LLS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Lelystad Centrum,Amsterdam Centraal,52.50793306,5.47286983,39.969966
242,75763e21-7d9e-4b26-a1bd-036d03ef5e40,Erasmusgracht aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Aeg,Ja,OA Overloop-aansluiting,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,"53,699706",-0.065816,"-0,065816",523,a,523,523_a,Amsterdam Sloterdijk,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,117557,487945,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b92fe960-0a87-4456-9c79-4d5333f2f11e,AEG,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam erasmusgracht,Amsterdam Centraal,52.37809533,4.83731219,53.699706
243,27422066-e7b2-4906-be71-9b294f1a931f,Vechtbrug - bij Weesp,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vtbr,Ja,BR Beweegbare brug,Asd-Zp,Amsterdam Centraal - Zutphen ,"13,467825",0.276904,"0,276904",128,,128,128__,Diemen Aansl. - Weesp Aansl.,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,131864,480259,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,19cf9db2-a3d3-41f3-8351-6ce5453897b0,WP,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Weesp,Amsterdam Centraal,52.30980687,5.04794949,13.467825
244,b9b0af5f-28ea-470f-a8c3-412a2597f75b,Hoofddorp Middenspoor,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hfdm,Ja,OA Overloop-aansluiting,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"19,593810",-0.080268,"-0,080268",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,107558,478209,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,595151cf-77b2-4670-8243-1d2ee1b7be27,HFD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Hoofddorp,Amsterdam Centraal,52.28982423,4.69184705,19.59381
245,af8491f1-3f3e-4c10-bb70-4dd4322d2630,Maarssen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Mas,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"27,784988",0.102903,"0,102903",098,,98,098__,Breukelen - Utrecht Centraal,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,130829,460846,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2071643a-14cf-45a6-98a7-9a84fd987e9d,MAS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Maarssen,Amsterdam Centraal,52.13528457,5.03415917,27.784988
246,10869dcc-fb86-4443-abee-87d042ef47fb,Amsterdam RAI,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rai,Ja,Stop-station,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"153,974549",-0.111975,"-0,111975",144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,121160,483320,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cb0d50d1-30ac-4b1e-9f82-5d26da7cd1a0,RAI,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Rai,Amsterdam Centraal,52.33676285,4.89068958,153.974549
247,1e9eefb5-a8e8-4fc4-866b-7ba16d561414,Breukelen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bkl,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"22,600323",0.078648,"0,078648",529,,529,529__,Breukelen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127871,464858,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26fcbc32-9325-4ccc-9680-551f386974b8,BKLA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Breukelen aansl.,Amsterdam Centraal,52.17120642,4.99063502,22.600323
248,9dcae9b7-9b44-4dc7-964f-150f8036e990,Radarweg aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rdwa,Ja,OA Overloop-aansluiting,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,"177,538450",0.265238,"0,265238",523,b,523,523_b,Amsterdam Sloterdijk,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,116511,489204,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86b62b6c-f86a-4d29-9ef7-379a2e507a46,ASS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Sloterdijk,Amsterdam Centraal,52.38933788,4.82180697,177.53845
249,9db1439e-6a2f-419d-bdf5-c9cfcccf9255,Amsterdam Zaanstraat,Goederen Emplacement,Nederland,Onbekend,Nee,Ja,Nee,Nee,Zst,Nee,Goederen emplacement,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,306815",-0.148086,"-0,148086",525,b,525,525_b,Amsterdam Singelgracht Aansl.,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,119736,489315,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,52.39055212,4.86916804,78.306815
250,fad327de-5e1b-41f3-ae36-0003cd5e3977,Stroe,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Sto,Ja,Goederen emplacement,Asd-Zp,Amsterdam Centraal - Zutphen ,"67,999944",-0.443632,"-0,443632",021,,21,021__,Barneveld Noord - Apeldoorn,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,175790,466685,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,327f4b5c-12bb-4bc5-bdf4-d3fa38deeac3,STO,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Stroe,Amersfoort,52.18790109,5.69122321,67.999944
251,9815983a-6522-4581-b042-0e81662a3806,Hilversum Sportpark,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hvsp,Ja,Stop-station,Hvs-Utm,Hilversum - Utrecht Maliebaan ,"1,177450",0.266335,"0,266335",095,,95,095__,Hilversum - Blauwkapel,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,141340,469852,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,52.216589,5.18732046,1.17745
252,5f9b0e0c-7287-441f-9372-1c0b699bb3b7,Amersfoort Bokkeduinen,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bkd,Nee,Goederen emplacement,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,"43,299878",-0.625564,"-0,625564",940,,940,940__,Amersfoort Bokkeduinen,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,152741,463073,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8ca12053-c31f-4383-ab9e-99bca8431157,BKD,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort Bokkeduinen,Amersfoort,52.15582444,5.35419329,43.299878
253,7893659b-97b8-4d19-aa89-ecb18e71621f,Barneveld Noord,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bnn,Ja,Stop-station,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,"12,188406",0.298362,"0,298362",612,a,612,612_a,Barneveld Noord,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,169487,463633,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8f670b19-36a8-4b61-b546-ff005f58bcb0,BNVA,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Barneveld aansl.,Amersfoort,52.16067185,5.59892258,12.188406
254,26c6bdb6-8933-4586-9657-3032531a9d0a,Baarn,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Brn,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"35,675181",-0.349628,"-0,349628",509,a,509,509_a,Baarn,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,147788,468892,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cff6bfdb-6329-458e-b8f3-893f8f0efc76,BRN,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Baarn,Amersfoort,52.20808267,5.28169272,35.675181
255,cfbaeeff-9488-40ab-a159-0b1dd0ffc14b,Bussum Zuid,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bsmz,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"23,775573",0.374622,"0,374622",087,,87,087__,Weesp Aansl. - Hilversum,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,139684,475350,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,43718e58-792e-43c7-b408-4f2510411ed6,CR,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Crailoo,Amersfoort,52.26595984,5.16284002,23.775573
256,3ee922b7-db21-4acd-9615-c92e4d980ca4,Crailoo Aansl Oost,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Crao,Nee,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,"25,799455",0.289165,"0,289165",087,,87,087__,Weesp Aansl. - Hilversum,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,140146,473378,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,43718e58-792e-43c7-b408-4f2510411ed6,CR,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Crailoo,Amersfoort,52.24824882,5.16969442,25.799455
257,f45a4457-4d0b-4b4d-a8b3-c9856c6413a5,Putten,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Pt,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"39,833986",0.258559,"0,258559",017,,17,017__,Amersfoort Aansl. - Hattemerbroek,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,167862,475275,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e3e13d39-d2a2-41a8-8057-99729206a81c,PT,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Putten,Amersfoort,52.26534839,5.57561698,39.833986
258,137e11c1-f14e-4d3f-9542-01f538cba01d,Soest,Station,Nederland,Klein,Nee,Nee,Nee,Ja,St,Ja,Stop-station,Dld-Brn,Den Dolder - Baarn ,"6,195217",0.251533,"0,251533",091,,91,091__,Den Dolder - Baarn,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149724,465031,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2b8df1c3-37dc-4d35-92ea-163c35e6b26d,ST,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Soest,Amersfoort,52.17340231,5.31007613,6.195217
259,992f46f6-a481-4134-a9a9-eff9a48c2fcb,Opheusden,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Op,Ja,Stop-station,Est-Gdm,Elst - Geldermalsen ,"17,019779",0.43239,"0,432390",042,,42,042__,Vork - Kesteren,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,172211,437536,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.92603278,5.63741662,17.019779
260,83f93721-b6db-40f7-988e-f44524e57b23,Winterswijk,Station,Nederland,Middel,Ja,Nee,Ja,Ja,Ww,Ja,Stop-station,Zp-Ww,Zutphen - Winterswijk ,"43,561836",-0.51934,"-0,519340",607,b,607,607_b,Winterswijk,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,246256,442993,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c97ff67f-0ef5-49c8-a219-951f9320efa0,WW,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Winterswijk,Arnhem,51.96784954,6.71516932,43.561836
261,5cea01e7-7025-4718-a2ee-d829e96e07bf,Ressen aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rsa,Ja,OA Overloop-aansluiting,Ah-Vl,Arnhem - Venlo ,"11,400315",-0.247853,"-0,247853",512,a,512,512_a,Ressen = Bemmel,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187348,433970,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,51.89330635,5.85713727,11.400315
262,1858d063-5bf9-427e-996e-a40e0fc4da80,Zutphen goed. empl. aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zpgea,Ja,OA Overloop-aansluiting,Ah-Zl,Arnhem - Zwolle ,"29,130196",19.625195,"19,625195",609,,609,609__,Zutphen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,211257,463355,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,52.1554974,6.20928191,29.130196
263,f7d0de4c-9ae4-42cf-abd6-3381aa506eef,Doetinchem,Station,Nederland,Klein,Nee,Nee,Ja,Ja,Dtc,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,"33,613567",-0.038867,"-0,038867",212,,212,212__,Winterswijk - Zevenaar,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,217443,441498,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7a63dbd6-10f2-4e2e-94e8-9de8ce9c8083,DTC,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Doetinchem,Arnhem,51.95840072,6.29567051,33.613567
264,d88cecaa-761f-4848-888a-b7f8368b9212,Rosmalen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rs,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,"28,759742",0.263221,"0,263221",047,,47,047__,s Hertogenbosch - Nijmegen,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,153776,414042,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.7151255,5.36948977,28.759742
